loading data files...
Word vocab size: 10000, Char vocab size: 51
2017-03-10 04:45:07,868 Epoch[20] Batch [20]	Speed: 11.34 samples/sec	Train-Perplexity=436.004678
2017-03-10 04:48:57,814 Epoch[20] Batch [40]	Speed: 11.13 samples/sec	Train-Perplexity=441.275226
2017-03-10 04:52:48,950 Epoch[20] Batch [60]	Speed: 11.08 samples/sec	Train-Perplexity=434.127431
2017-03-10 04:56:42,195 Epoch[20] Batch [80]	Speed: 10.98 samples/sec	Train-Perplexity=439.231681
2017-03-10 05:00:30,288 Epoch[20] Batch [100]	Speed: 11.22 samples/sec	Train-Perplexity=441.273674
2017-03-10 05:04:16,953 Epoch[20] Batch [120]	Speed: 11.29 samples/sec	Train-Perplexity=430.802036
2017-03-10 05:08:10,331 Epoch[20] Batch [140]	Speed: 10.97 samples/sec	Train-Perplexity=426.564125
2017-03-10 05:11:59,114 Epoch[20] Batch [160]	Speed: 11.19 samples/sec	Train-Perplexity=428.248958
2017-03-10 05:15:50,989 Epoch[20] Batch [180]	Speed: 11.04 samples/sec	Train-Perplexity=414.412417
2017-03-10 05:19:41,843 Epoch[20] Batch [200]	Speed: 11.09 samples/sec	Train-Perplexity=419.606263
2017-03-10 05:20:51,487 Epoch[20] Resetting Data Iterator
2017-03-10 05:20:51,488 Epoch[20] Time cost=2373.755
2017-03-10 05:22:00,545 Epoch[20] Validation-Perplexity=419.954610
2017-03-10 05:25:42,768 Epoch[21] Batch [20]	Speed: 11.75 samples/sec	Train-Perplexity=425.269750
2017-03-10 05:29:35,087 Epoch[21] Batch [40]	Speed: 11.02 samples/sec	Train-Perplexity=430.311807
2017-03-10 05:33:24,250 Epoch[21] Batch [60]	Speed: 11.17 samples/sec	Train-Perplexity=425.395368
2017-03-10 05:37:12,633 Epoch[21] Batch [80]	Speed: 11.21 samples/sec	Train-Perplexity=428.513917
2017-03-10 05:41:09,153 Epoch[21] Batch [100]	Speed: 10.82 samples/sec	Train-Perplexity=430.485836
2017-03-10 05:44:57,311 Epoch[21] Batch [120]	Speed: 11.22 samples/sec	Train-Perplexity=421.402329
2017-03-10 05:48:47,392 Epoch[21] Batch [140]	Speed: 11.13 samples/sec	Train-Perplexity=416.522831
2017-03-10 05:52:37,603 Epoch[21] Batch [160]	Speed: 11.12 samples/sec	Train-Perplexity=418.819956
2017-03-10 05:56:26,436 Epoch[21] Batch [180]	Speed: 11.19 samples/sec	Train-Perplexity=405.036760
2017-03-10 06:00:13,672 Epoch[21] Batch [200]	Speed: 11.27 samples/sec	Train-Perplexity=410.212253
2017-03-10 06:01:24,121 Epoch[21] Resetting Data Iterator
2017-03-10 06:01:24,121 Epoch[21] Time cost=2363.575
2017-03-10 06:02:33,252 Epoch[21] Validation-Perplexity=416.109040
2017-03-10 06:06:13,037 Epoch[22] Batch [20]	Speed: 11.88 samples/sec	Train-Perplexity=416.619786
2017-03-10 06:10:05,664 Epoch[22] Batch [40]	Speed: 11.00 samples/sec	Train-Perplexity=420.749579
2017-03-10 06:13:53,110 Epoch[22] Batch [60]	Speed: 11.26 samples/sec	Train-Perplexity=414.158628
2017-03-10 06:17:41,137 Epoch[22] Batch [80]	Speed: 11.23 samples/sec	Train-Perplexity=418.385570
2017-03-10 06:21:29,506 Epoch[22] Batch [100]	Speed: 11.21 samples/sec	Train-Perplexity=421.501456
2017-03-10 06:25:19,604 Epoch[22] Batch [120]	Speed: 11.13 samples/sec	Train-Perplexity=412.440021
2017-03-10 06:29:07,089 Epoch[22] Batch [140]	Speed: 11.25 samples/sec	Train-Perplexity=406.721268
2017-03-10 06:32:54,738 Epoch[22] Batch [160]	Speed: 11.25 samples/sec	Train-Perplexity=409.970037
2017-03-10 06:36:48,838 Epoch[22] Batch [180]	Speed: 10.94 samples/sec	Train-Perplexity=395.974380
2017-03-10 06:40:36,691 Epoch[22] Batch [200]	Speed: 11.24 samples/sec	Train-Perplexity=401.038017
2017-03-10 06:41:45,193 Epoch[22] Resetting Data Iterator
2017-03-10 06:41:45,193 Epoch[22] Time cost=2351.941
2017-03-10 06:42:53,911 Epoch[22] Validation-Perplexity=406.613732
2017-03-10 06:46:39,667 Epoch[23] Batch [20]	Speed: 11.57 samples/sec	Train-Perplexity=406.991869
2017-03-10 06:50:30,551 Epoch[23] Batch [40]	Speed: 11.09 samples/sec	Train-Perplexity=411.564897
2017-03-10 06:54:18,304 Epoch[23] Batch [60]	Speed: 11.24 samples/sec	Train-Perplexity=405.504761
2017-03-10 06:58:07,226 Epoch[23] Batch [80]	Speed: 11.18 samples/sec	Train-Perplexity=409.299430
2017-03-10 07:01:57,389 Epoch[23] Batch [100]	Speed: 11.12 samples/sec	Train-Perplexity=411.963265
2017-03-10 07:05:48,923 Epoch[23] Batch [120]	Speed: 11.06 samples/sec	Train-Perplexity=403.537119
2017-03-10 07:09:38,050 Epoch[23] Batch [140]	Speed: 11.17 samples/sec	Train-Perplexity=397.844239
2017-03-10 07:13:32,976 Epoch[23] Batch [160]	Speed: 10.90 samples/sec	Train-Perplexity=402.182147
2017-03-10 07:17:25,268 Epoch[23] Batch [180]	Speed: 11.02 samples/sec	Train-Perplexity=387.708392
2017-03-10 07:21:12,805 Epoch[23] Batch [200]	Speed: 11.25 samples/sec	Train-Perplexity=392.895896
2017-03-10 07:22:21,266 Epoch[23] Resetting Data Iterator
2017-03-10 07:22:21,266 Epoch[23] Time cost=2367.355
2017-03-10 07:23:29,807 Epoch[23] Validation-Perplexity=389.823611
2017-03-10 07:27:14,276 Epoch[24] Batch [20]	Speed: 11.64 samples/sec	Train-Perplexity=397.987193
2017-03-10 07:31:01,847 Epoch[24] Batch [40]	Speed: 11.25 samples/sec	Train-Perplexity=403.906627
2017-03-10 07:34:52,414 Epoch[24] Batch [60]	Speed: 11.10 samples/sec	Train-Perplexity=398.163673
2017-03-10 07:38:46,359 Epoch[24] Batch [80]	Speed: 10.94 samples/sec	Train-Perplexity=402.303816
2017-03-10 07:42:37,707 Epoch[24] Batch [100]	Speed: 11.07 samples/sec	Train-Perplexity=403.425698
2017-03-10 07:46:31,213 Epoch[24] Batch [120]	Speed: 10.96 samples/sec	Train-Perplexity=394.454515
2017-03-10 07:50:21,367 Epoch[24] Batch [140]	Speed: 11.12 samples/sec	Train-Perplexity=390.286981
2017-03-10 07:54:10,071 Epoch[24] Batch [160]	Speed: 11.19 samples/sec	Train-Perplexity=393.657444
2017-03-10 07:57:58,861 Epoch[24] Batch [180]	Speed: 11.19 samples/sec	Train-Perplexity=379.647666
2017-03-10 08:01:47,103 Epoch[24] Batch [200]	Speed: 11.22 samples/sec	Train-Perplexity=385.525812
2017-03-10 08:02:55,435 Epoch[24] Resetting Data Iterator
2017-03-10 08:02:55,435 Epoch[24] Time cost=2365.628
2017-03-10 08:04:04,525 Epoch[24] Validation-Perplexity=382.825334
2017-03-10 08:07:49,776 Epoch[25] Batch [20]	Speed: 11.59 samples/sec	Train-Perplexity=389.791366
2017-03-10 08:11:39,004 Epoch[25] Batch [40]	Speed: 11.17 samples/sec	Train-Perplexity=394.512468
2017-03-10 08:15:29,483 Epoch[25] Batch [60]	Speed: 11.11 samples/sec	Train-Perplexity=390.256802
2017-03-10 08:19:21,924 Epoch[25] Batch [80]	Speed: 11.01 samples/sec	Train-Perplexity=395.686929
2017-03-10 08:23:10,477 Epoch[25] Batch [100]	Speed: 11.20 samples/sec	Train-Perplexity=395.760195
2017-03-10 08:26:58,581 Epoch[25] Batch [120]	Speed: 11.22 samples/sec	Train-Perplexity=387.293246
2017-03-10 08:30:47,663 Epoch[25] Batch [140]	Speed: 11.18 samples/sec	Train-Perplexity=724.619256
2017-03-10 08:34:42,971 Epoch[25] Batch [160]	Speed: 10.88 samples/sec	Train-Perplexity=707.773232
2017-03-10 08:38:32,395 Epoch[25] Batch [180]	Speed: 11.16 samples/sec	Train-Perplexity=708.505818
2017-03-10 08:42:19,500 Epoch[25] Batch [200]	Speed: 11.27 samples/sec	Train-Perplexity=688.046639
2017-03-10 08:43:28,701 Epoch[25] Resetting Data Iterator
2017-03-10 08:43:28,701 Epoch[25] Time cost=2364.176
2017-03-10 08:44:37,608 Epoch[25] Validation-Perplexity=1014.971898
2017-03-10 08:48:19,696 Epoch[26] Batch [20]	Speed: 11.75 samples/sec	Train-Perplexity=675.319140
2017-03-10 08:52:13,095 Epoch[26] Batch [40]	Speed: 10.97 samples/sec	Train-Perplexity=650.215840
2017-03-10 08:56:04,794 Epoch[26] Batch [60]	Speed: 11.05 samples/sec	Train-Perplexity=631.598508
2017-03-10 08:59:53,587 Epoch[26] Batch [80]	Speed: 11.19 samples/sec	Train-Perplexity=612.832713
2017-03-10 09:03:41,704 Epoch[26] Batch [100]	Speed: 11.22 samples/sec	Train-Perplexity=598.683792
2017-03-10 09:07:29,592 Epoch[26] Batch [120]	Speed: 11.23 samples/sec	Train-Perplexity=561.381620
2017-03-10 09:11:20,685 Epoch[26] Batch [140]	Speed: 11.08 samples/sec	Train-Perplexity=547.563932
2017-03-10 09:15:10,990 Epoch[26] Batch [160]	Speed: 11.12 samples/sec	Train-Perplexity=532.611827
2017-03-10 09:18:59,128 Epoch[26] Batch [180]	Speed: 11.22 samples/sec	Train-Perplexity=510.446027
2017-03-10 09:22:47,027 Epoch[26] Batch [200]	Speed: 11.23 samples/sec	Train-Perplexity=507.952920
2017-03-10 09:23:55,509 Epoch[26] Resetting Data Iterator
2017-03-10 09:23:55,510 Epoch[26] Time cost=2357.902
2017-03-10 09:25:23,366 Epoch[26] Validation-Perplexity=1039.845715
2017-03-10 09:29:08,131 Epoch[27] Batch [20]	Speed: 11.61 samples/sec	Train-Perplexity=507.547294
2017-03-10 09:32:57,863 Epoch[27] Batch [40]	Speed: 11.14 samples/sec	Train-Perplexity=503.863185
2017-03-10 09:36:49,838 Epoch[27] Batch [60]	Speed: 11.04 samples/sec	Train-Perplexity=492.222929
2017-03-10 09:40:38,709 Epoch[27] Batch [80]	Speed: 11.19 samples/sec	Train-Perplexity=487.437769
2017-03-10 09:44:28,435 Epoch[27] Batch [100]	Speed: 11.14 samples/sec	Train-Perplexity=488.439520
2017-03-10 09:48:19,702 Epoch[27] Batch [120]	Speed: 11.07 samples/sec	Train-Perplexity=469.881894
2017-03-10 09:52:11,983 Epoch[27] Batch [140]	Speed: 11.02 samples/sec	Train-Perplexity=465.229130
2017-03-10 09:56:00,801 Epoch[27] Batch [160]	Speed: 11.19 samples/sec	Train-Perplexity=540.985808
2017-03-10 09:59:51,330 Epoch[27] Batch [180]	Speed: 11.10 samples/sec	Train-Perplexity=680.794764
2017-03-10 10:03:40,394 Epoch[27] Batch [200]	Speed: 11.18 samples/sec	Train-Perplexity=607.366778
2017-03-10 10:04:48,294 Epoch[27] Resetting Data Iterator
2017-03-10 10:04:48,294 Epoch[27] Time cost=2364.927
2017-03-10 10:05:56,551 Epoch[27] Validation-Perplexity=996.065628
2017-03-10 10:09:37,839 Epoch[28] Batch [20]	Speed: 11.80 samples/sec	Train-Perplexity=580.546077
2017-03-10 10:13:26,149 Epoch[28] Batch [40]	Speed: 11.21 samples/sec	Train-Perplexity=573.114643
2017-03-10 10:17:15,004 Epoch[28] Batch [60]	Speed: 11.19 samples/sec	Train-Perplexity=652.418898
2017-03-10 10:21:04,849 Epoch[28] Batch [80]	Speed: 11.14 samples/sec	Train-Perplexity=602.265458
2017-03-10 10:25:01,908 Epoch[28] Batch [100]	Speed: 10.80 samples/sec	Train-Perplexity=647.758371
2017-03-10 10:28:52,600 Epoch[28] Batch [120]	Speed: 11.10 samples/sec	Train-Perplexity=656.138830
2017-03-10 10:32:43,365 Epoch[28] Batch [140]	Speed: 11.09 samples/sec	Train-Perplexity=607.267104
2017-03-10 10:36:35,789 Epoch[28] Batch [160]	Speed: 11.01 samples/sec	Train-Perplexity=582.665568
2017-03-10 10:40:32,475 Epoch[28] Batch [180]	Speed: 10.82 samples/sec	Train-Perplexity=567.631734
2017-03-10 10:44:22,062 Epoch[28] Batch [200]	Speed: 11.15 samples/sec	Train-Perplexity=557.770780
2017-03-10 10:45:30,453 Epoch[28] Resetting Data Iterator
2017-03-10 10:45:30,453 Epoch[28] Time cost=2373.902
2017-03-10 10:46:40,272 Epoch[28] Validation-Perplexity=806.763466
2017-03-10 10:50:24,757 Epoch[29] Batch [20]	Speed: 11.62 samples/sec	Train-Perplexity=563.127717
2017-03-10 10:54:16,651 Epoch[29] Batch [40]	Speed: 11.04 samples/sec	Train-Perplexity=588.649556
2017-03-10 10:58:07,104 Epoch[29] Batch [60]	Speed: 11.11 samples/sec	Train-Perplexity=556.194068
2017-03-10 11:01:55,747 Epoch[29] Batch [80]	Speed: 11.20 samples/sec	Train-Perplexity=546.682143
2017-03-10 11:05:46,040 Epoch[29] Batch [100]	Speed: 11.12 samples/sec	Train-Perplexity=544.793254
2017-03-10 11:09:34,012 Epoch[29] Batch [120]	Speed: 11.23 samples/sec	Train-Perplexity=519.485956
2017-03-10 11:13:22,660 Epoch[29] Batch [140]	Speed: 11.20 samples/sec	Train-Perplexity=505.522161
2017-03-10 11:17:19,629 Epoch[29] Batch [160]	Speed: 10.80 samples/sec	Train-Perplexity=500.800155
2017-03-10 11:21:07,061 Epoch[29] Batch [180]	Speed: 11.26 samples/sec	Train-Perplexity=2504235826.332052
2017-03-10 11:24:49,606 Epoch[29] Batch [200]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 11:25:57,287 Epoch[29] Resetting Data Iterator
2017-03-10 11:25:57,287 Epoch[29] Time cost=2357.015
2017-03-10 11:27:02,253 Epoch[29] Validation-Perplexity=10000000000.013933
2017-03-10 11:30:42,097 Epoch[30] Batch [20]	Speed: 11.88 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 11:34:27,841 Epoch[30] Batch [40]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 11:38:11,134 Epoch[30] Batch [60]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 11:41:58,684 Epoch[30] Batch [80]	Speed: 11.25 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 11:45:40,989 Epoch[30] Batch [100]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 11:49:23,551 Epoch[30] Batch [120]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 11:53:08,628 Epoch[30] Batch [140]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 11:56:49,371 Epoch[30] Batch [160]	Speed: 11.60 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:00:35,504 Epoch[30] Batch [180]	Speed: 11.32 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:04:21,533 Epoch[30] Batch [200]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:05:28,709 Epoch[30] Resetting Data Iterator
2017-03-10 12:05:28,709 Epoch[30] Time cost=2306.456
2017-03-10 12:06:33,648 Epoch[30] Validation-Perplexity=10000000000.013933
2017-03-10 12:10:08,313 Epoch[31] Batch [20]	Speed: 12.15 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:13:50,939 Epoch[31] Batch [40]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:17:35,148 Epoch[31] Batch [60]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:21:17,645 Epoch[31] Batch [80]	Speed: 11.51 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:25:02,073 Epoch[31] Batch [100]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:28:44,249 Epoch[31] Batch [120]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:32:28,786 Epoch[31] Batch [140]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:36:15,591 Epoch[31] Batch [160]	Speed: 11.29 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:39:57,643 Epoch[31] Batch [180]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:43:49,112 Epoch[31] Batch [200]	Speed: 11.06 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:44:57,286 Epoch[31] Resetting Data Iterator
2017-03-10 12:44:57,286 Epoch[31] Time cost=2303.639
2017-03-10 12:46:02,364 Epoch[31] Validation-Perplexity=10000000000.013933
2017-03-10 12:49:39,391 Epoch[32] Batch [20]	Speed: 12.02 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:53:22,482 Epoch[32] Batch [40]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 12:57:05,555 Epoch[32] Batch [60]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:00:46,749 Epoch[32] Batch [80]	Speed: 11.57 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:04:30,217 Epoch[32] Batch [100]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:08:13,733 Epoch[32] Batch [120]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:11:58,154 Epoch[32] Batch [140]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:15:40,740 Epoch[32] Batch [160]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:19:25,559 Epoch[32] Batch [180]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:23:08,829 Epoch[32] Batch [200]	Speed: 11.47 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:24:15,412 Epoch[32] Resetting Data Iterator
2017-03-10 13:24:15,412 Epoch[32] Time cost=2293.048
2017-03-10 13:25:20,826 Epoch[32] Validation-Perplexity=10000000000.013933
2017-03-10 13:28:58,900 Epoch[33] Batch [20]	Speed: 11.96 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:32:40,885 Epoch[33] Batch [40]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:36:31,322 Epoch[33] Batch [60]	Speed: 11.11 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:40:18,122 Epoch[33] Batch [80]	Speed: 11.29 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:44:07,785 Epoch[33] Batch [100]	Speed: 11.15 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:47:48,896 Epoch[33] Batch [120]	Speed: 11.58 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:51:32,323 Epoch[33] Batch [140]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:55:18,155 Epoch[33] Batch [160]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 13:59:01,826 Epoch[33] Batch [180]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:02:47,600 Epoch[33] Batch [200]	Speed: 11.34 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:03:53,721 Epoch[33] Resetting Data Iterator
2017-03-10 14:03:53,721 Epoch[33] Time cost=2312.896
2017-03-10 14:05:00,388 Epoch[33] Validation-Perplexity=10000000000.013933
2017-03-10 14:08:38,899 Epoch[34] Batch [20]	Speed: 11.94 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:12:20,878 Epoch[34] Batch [40]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:16:05,519 Epoch[34] Batch [60]	Speed: 11.40 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:19:50,975 Epoch[34] Batch [80]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:23:35,026 Epoch[34] Batch [100]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:27:18,435 Epoch[34] Batch [120]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:31:00,781 Epoch[34] Batch [140]	Speed: 11.51 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:34:45,037 Epoch[34] Batch [160]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:38:32,234 Epoch[34] Batch [180]	Speed: 11.27 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:42:14,611 Epoch[34] Batch [200]	Speed: 11.51 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:43:22,045 Epoch[34] Resetting Data Iterator
2017-03-10 14:43:22,045 Epoch[34] Time cost=2301.657
2017-03-10 14:44:28,783 Epoch[34] Validation-Perplexity=10000000000.013933
2017-03-10 14:48:03,675 Epoch[35] Batch [20]	Speed: 12.14 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:51:45,693 Epoch[35] Batch [40]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:55:34,910 Epoch[35] Batch [60]	Speed: 11.17 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 14:59:17,160 Epoch[35] Batch [80]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:02:59,227 Epoch[35] Batch [100]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:06:41,083 Epoch[35] Batch [120]	Speed: 11.54 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:10:25,190 Epoch[35] Batch [140]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:14:10,129 Epoch[35] Batch [160]	Speed: 11.38 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:17:56,060 Epoch[35] Batch [180]	Speed: 11.33 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:21:42,232 Epoch[35] Batch [200]	Speed: 11.32 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:22:49,436 Epoch[35] Resetting Data Iterator
2017-03-10 15:22:49,436 Epoch[35] Time cost=2300.653
2017-03-10 15:23:54,343 Epoch[35] Validation-Perplexity=10000000000.013933
2017-03-10 15:27:32,258 Epoch[36] Batch [20]	Speed: 11.97 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:31:15,016 Epoch[36] Batch [40]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:34:58,442 Epoch[36] Batch [60]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:38:42,459 Epoch[36] Batch [80]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:42:24,714 Epoch[36] Batch [100]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:46:10,090 Epoch[36] Batch [120]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:49:52,181 Epoch[36] Batch [140]	Speed: 11.53 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:53:34,782 Epoch[36] Batch [160]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 15:57:20,091 Epoch[36] Batch [180]	Speed: 11.36 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:01:01,527 Epoch[36] Batch [200]	Speed: 11.56 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:02:08,449 Epoch[36] Resetting Data Iterator
2017-03-10 16:02:08,449 Epoch[36] Time cost=2294.106
2017-03-10 16:03:13,811 Epoch[36] Validation-Perplexity=10000000000.013933
2017-03-10 16:06:50,201 Epoch[37] Batch [20]	Speed: 12.05 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:10:34,489 Epoch[37] Batch [40]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:14:17,839 Epoch[37] Batch [60]	Speed: 11.46 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:17:59,442 Epoch[37] Batch [80]	Speed: 11.55 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:21:48,721 Epoch[37] Batch [100]	Speed: 11.17 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:25:36,194 Epoch[37] Batch [120]	Speed: 11.25 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:29:20,981 Epoch[37] Batch [140]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:33:07,423 Epoch[37] Batch [160]	Speed: 11.31 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:36:50,185 Epoch[37] Batch [180]	Speed: 11.49 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:40:33,847 Epoch[37] Batch [200]	Speed: 11.45 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:41:40,354 Epoch[37] Resetting Data Iterator
2017-03-10 16:41:40,355 Epoch[37] Time cost=2306.543
2017-03-10 16:42:44,736 Epoch[37] Validation-Perplexity=10000000000.013933
2017-03-10 16:46:21,621 Epoch[38] Batch [20]	Speed: 12.02 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:50:04,221 Epoch[38] Batch [40]	Speed: 11.50 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:53:45,897 Epoch[38] Batch [60]	Speed: 11.55 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 16:57:30,275 Epoch[38] Batch [80]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:01:13,219 Epoch[38] Batch [100]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:05:04,334 Epoch[38] Batch [120]	Speed: 11.08 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:08:48,446 Epoch[38] Batch [140]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:12:31,412 Epoch[38] Batch [160]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:16:16,178 Epoch[38] Batch [180]	Speed: 11.39 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:19:58,379 Epoch[38] Batch [200]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:21:05,034 Epoch[38] Resetting Data Iterator
2017-03-10 17:21:05,035 Epoch[38] Time cost=2300.299
2017-03-10 17:22:10,900 Epoch[38] Validation-Perplexity=10000000000.013933
2017-03-10 17:25:50,468 Epoch[39] Batch [20]	Speed: 11.88 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:29:33,460 Epoch[39] Batch [40]	Speed: 11.48 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:33:17,595 Epoch[39] Batch [60]	Speed: 11.42 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:36:58,741 Epoch[39] Batch [80]	Speed: 11.58 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:40:42,538 Epoch[39] Batch [100]	Speed: 11.44 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:44:26,537 Epoch[39] Batch [120]	Speed: 11.43 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:48:11,634 Epoch[39] Batch [140]	Speed: 11.37 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:51:57,101 Epoch[39] Batch [160]	Speed: 11.35 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:55:39,265 Epoch[39] Batch [180]	Speed: 11.52 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 17:59:23,634 Epoch[39] Batch [200]	Speed: 11.41 samples/sec	Train-Perplexity=10000000000.013927
2017-03-10 18:00:30,105 Epoch[39] Resetting Data Iterator
2017-03-10 18:00:30,106 Epoch[39] Time cost=2299.205
